Gender,Geographic Region,Loyalty Status,Television Region,Affluence Grade,Age,Loyalty Card Tenure,Organics Purchase Indicator
F,Midlands,Silver,Midlands,5,63,5,0
F,Midlands,Tin,Wales & West,6,47,8,0
F,Midlands,Gold,East,12,59,5,1
F,Midlands,Silver,East,13,30,5,1
F,South East,Gold,S & S East,5,63,8,0
F,South East,Gold,S & S East,8,64,4,1
F,Midlands,Silver,Wales & West,8,40,5,1
F,South East,Gold,S & S East,15,69,2,1
F,Midlands,Tin,Wales & West,12,.,5,0
F,South East,Tin,S & S East,14,55,8,1
F,Midlands,Tin,Midlands,.,47,8,0
F,South East,Tin,S & S East,12,59,4,0
F,Midlands,Gold,Midlands,9,33,1,1
F,Midlands,Tin,Wales & West,6,34,8,1
F,South West,Silver,S West,15,61,6,0
F,South East,Silver,S & S East,11,56,9,1
F,South East,Silver,London,8,46,1,0
F,Midlands,Gold,East,9,59,1,0
F,South East,Silver,London,9,69,30,0
F,Midlands,Silver,East,.,50,8,0
F,South East,Gold,S & S East,6,51,8,0
F,Midlands,Tin,East,7,61,8,0
F,South East,Silver,London,8,37,1,1
F,Midlands,Silver,Ulster,7,72,3,0
F,Midlands,Gold,Wales & West,6,76,1,0
F,Midlands,Gold,East,6,52,5,0
F,Midlands,Gold,Midlands,10,70,4,1
F,South East,Tin,London,5,.,5,0
F,Midlands,Silver,East,7,41,8,0
F,North,Gold,Yorkshire,10,56,1,0
F,Midlands,Tin,Wales & West,10,42,8,1
F,Midlands,Silver,Wales & West,11,21,2,1
F,South East,Tin,London,9,35,7,1
F,Midlands,Gold,Midlands,11,43,9,0
F,South East,Silver,S & S East,10,60,5,0
F,South East,Gold,London,6,52,2,0
F,South West,Tin,S West,7,41,13,1
F,Midlands,Silver,Wales & West,9,59,11,0
F,South East,Gold,S & S East,8,53,10,0
F,Midlands,Gold,Midlands,13,55,.,0
F,South East,Tin,S & S East,14,49,8,1
F,Scottish,Tin,C Scotland,2,48,4,0
F,North,Tin,N West,15,57,5,1
F,Scottish,Tin,N Scot,14,46,5,1
F,North,Tin,Yorkshire,9,44,9,0
F,South East,Silver,London,10,36,4,1
F,South East,Silver,London,8,58,6,0
F,Midlands,Platinum,Midlands,9,73,4,0
F,South East,Silver,S & S East,9,39,6,0
F,South East,Silver,London,12,37,2,1
F,North,Silver,N West,4,46,30,0
F,North,Gold,Yorkshire,7,74,5,1
F,Midlands,Silver,Wales & West,11,66,2,0
F,,Gold,,8,71,1,0
F,South East,Gold,London,9,53,8,0
F,South East,Tin,London,11,37,5,1
F,South East,Gold,S & S East,8,76,6,1
F,South East,Tin,S & S East,15,42,9,1
F,,Silver,,8,65,5,0
F,North,Silver,N West,8,54,8,0
F,South East,Gold,London,6,.,2,0
F,Midlands,Gold,Midlands,9,62,3,1
F,North,Gold,N East,7,54,3,0
F,South East,Silver,London,5,.,1,1
F,North,Silver,Yorkshire,7,78,6,0
F,South East,Silver,London,6,40,4,0
F,North,Gold,N East,9,46,2,0
F,North,Silver,N West,10,48,9,0
F,South East,Tin,London,10,47,4,1
F,South East,Silver,London,4,47,6,0
F,Midlands,Silver,Midlands,10,37,9,1
F,South East,Silver,S & S East,5,.,5,0
F,South East,Gold,London,9,50,5,0
F,Midlands,Gold,Midlands,12,70,8,1
F,South East,Gold,S & S East,9,41,1,0
F,North,Tin,N East,8,41,5,0
F,Midlands,Silver,Wales & West,13,34,3,1
F,Midlands,Tin,Midlands,.,39,5,1
F,Midlands,Silver,Midlands,.,59,3,0
F,North,Tin,N West,.,38,5,1
F,Midlands,Tin,Wales & West,.,32,4,0
F,Midlands,Tin,Midlands,.,35,4,1
F,South East,Gold,London,10,46,0,0
F,Midlands,Silver,East,3,42,2,1
F,South East,Silver,London,11,53,5,1
F,South East,Silver,London,5,47,4,0
F,South West,Tin,S West,7,38,5,0
F,North,Silver,N West,7,51,1,0
F,Midlands,Silver,Ulster,11,65,1,0
F,South East,Silver,London,5,62,9,0
F,Midlands,Silver,East,4,57,8,0
F,Midlands,Gold,Midlands,8,48,8,0
F,North,Silver,N West,7,51,9,0
F,South East,Silver,London,10,44,4,0
F,South East,Silver,S & S East,9,76,30,1
F,South East,Tin,London,9,36,9,1
F,South East,Tin,London,10,54,7,1
F,Midlands,Silver,Midlands,6,53,5,0
F,South East,Tin,S & S East,8,55,4,0
F,South East,Silver,London,13,51,1,0
F,South West,Gold,S West,9,.,.,0
F,Midlands,Tin,Midlands,11,31,4,1
F,Midlands,Silver,Wales & West,.,.,1,1
F,Midlands,Gold,Midlands,13,42,4,1
F,South East,Gold,London,7,42,4,0
F,South East,Silver,London,11,41,3,1
F,Midlands,Silver,Ulster,5,45,4,0
F,North,Gold,Yorkshire,11,43,1,0
F,Midlands,Gold,Midlands,7,77,1,0
F,North,Silver,N West,10,71,8,0
F,South East,Silver,London,6,33,10,0
F,North,Gold,N West,4,56,4,0
F,South East,Gold,London,.,79,2,1
F,North,Silver,N West,7,30,9,1
F,North,Silver,N East,8,29,5,0
F,South East,Silver,London,9,50,5,0
F,South East,Tin,London,.,58,8,0
F,Midlands,Tin,Midlands,3,66,11,0
F,South East,Silver,London,8,44,11,1
F,,Silver,,7,64,7,0
F,Midlands,Tin,Midlands,4,42,9,0
F,South East,Silver,London,12,36,5,1
F,South East,Tin,London,4,50,5,0
F,North,Tin,N West,8,47,5,0
F,North,Gold,N West,8,44,3,1
F,Scottish,Tin,C Scotland,11,50,5,0
F,North,Tin,N East,11,35,8,0
F,Midlands,Platinum,East,7,56,9,0
F,North,Silver,Yorkshire,7,77,13,1
F,South East,Silver,London,5,39,3,0
F,Scottish,Tin,C Scotland,12,.,8,0
F,South East,Tin,London,8,39,8,1
F,South East,Silver,London,2,58,4,0
F,South East,Tin,London,14,34,10,1
F,South West,Tin,S West,10,54,8,0
F,,Tin,,4,65,7,0
F,South East,Silver,S & S East,11,65,7,0
F,Midlands,Tin,Wales & West,8,54,9,0
F,South West,Silver,S West,7,70,19,0
F,North,Silver,N West,6,38,6,0
F,North,Tin,N West,13,39,8,0
F,Midlands,Tin,Midlands,10,67,8,0
F,Midlands,Tin,Midlands,9,33,8,1
F,North,Silver,N West,13,36,9,0
F,North,Silver,N East,9,38,10,1
F,North,Tin,N East,10,38,8,0
F,South East,Silver,London,2,48,8,0
F,Midlands,Silver,Midlands,7,42,1,0
F,Midlands,Gold,Midlands,11,50,4,0
F,South East,Tin,London,2,36,5,0
F,Scottish,Gold,C Scotland,7,62,18,0
F,Midlands,Silver,Wales & West,5,39,8,0
F,South East,Gold,S & S East,8,65,5,0
F,Scottish,Gold,C Scotland,8,64,2,1
F,South West,Silver,S West,10,55,8,1
F,North,Tin,Yorkshire,9,51,5,1
F,Midlands,Gold,East,8,72,8,0
F,South East,Silver,London,4,43,8,0
F,South East,Silver,London,12,33,8,1
F,South East,Gold,London,7,65,15,0
F,North,Silver,N East,9,74,8,1
F,,Silver,,10,64,5,0
F,South East,Gold,S & S East,9,52,.,0
F,North,Platinum,N West,5,59,5,0
F,Midlands,Gold,Midlands,10,63,1,0
F,South East,Tin,London,16,72,7,0
F,South East,Silver,London,10,40,9,0
F,Midlands,Gold,East,8,64,5,0
F,Midlands,Tin,Midlands,5,46,5,0
F,Midlands,Silver,Midlands,13,54,1,0
F,South East,Gold,London,7,48,9,0
F,North,Gold,N West,6,61,1,1
F,South East,Tin,S & S East,7,63,7,0
F,Midlands,Tin,Midlands,8,48,5,1
F,North,Tin,N West,9,47,8,0
F,,Silver,,9,.,2,0
F,South East,Silver,London,8,37,1,1
F,Scottish,Platinum,N Scot,10,61,8,0
F,South East,Gold,London,5,57,9,0
F,,Gold,,7,54,2,0
F,South East,Gold,London,14,56,6,0
F,South East,Tin,S & S East,6,40,5,0
F,North,Silver,N West,6,37,2,1
F,North,Tin,N East,14,32,5,1
F,North,Tin,N West,.,44,4,1
F,Midlands,Tin,Midlands,10,32,4,1
F,South East,Gold,London,6,71,8,0
F,Midlands,Silver,Wales & West,8,73,8,0
F,Midlands,Silver,Midlands,6,25,1,1
F,Midlands,Silver,Midlands,15,54,2,1
F,,Gold,,9,63,8,0
F,North,Silver,N West,29,35,2,1
F,North,Tin,Yorkshire,14,49,9,1
F,North,Silver,Yorkshire,11,33,8,1
F,Midlands,Tin,Midlands,3,57,8,0
F,North,Silver,N West,7,62,10,0
F,North,Gold,N West,13,39,2,0
F,Midlands,Silver,Midlands,6,44,1,1
F,Midlands,Silver,Midlands,13,60,3,0
F,South East,Tin,S & S East,7,43,9,0
F,,Gold,,6,68,1,1
F,Scottish,Tin,C Scotland,12,45,5,0
F,Midlands,Silver,East,14,40,2,0
F,Midlands,Tin,Midlands,6,40,8,1
F,Scottish,Tin,C Scotland,2,58,10,0
F,South East,Silver,London,3,67,7,0
F,South East,Tin,London,9,47,4,1
F,South East,Silver,S & S East,.,61,2,0
F,North,Gold,N East,6,49,5,0
F,Midlands,Silver,Wales & West,13,43,8,1
F,South East,Silver,London,4,63,12,0
F,Midlands,Silver,Midlands,9,65,9,0
F,South East,Silver,S & S East,.,69,4,0
F,South East,Tin,London,10,40,4,1
F,South East,Silver,London,5,71,5,0
F,North,Tin,N East,10,37,5,1
F,North,Tin,N East,9,65,10,0
F,South East,Tin,S & S East,6,33,6,0
F,Scottish,Tin,N Scot,11,39,5,1
F,North,Silver,N East,5,66,4,0
F,North,Silver,N West,17,36,4,1
F,South East,Tin,London,8,52,4,1
F,,Silver,,13,57,7,0
F,Midlands,Tin,Midlands,14,.,5,1
F,South East,Gold,London,9,.,7,0
F,South East,Tin,London,9,40,5,1
F,North,Gold,N West,6,67,25,0
F,,Silver,,.,63,2,0
F,South East,Silver,London,6,.,9,0
F,North,Platinum,N West,7,76,3,0
F,South West,Silver,S West,9,70,3,0
F,Midlands,Gold,East,6,32,5,1
F,South East,Silver,London,7,63,2,0
F,South East,Gold,London,6,67,2,0
F,Scottish,Tin,N Scot,3,71,5,0
F,Midlands,Gold,Midlands,10,53,4,0
F,North,Tin,N West,15,.,8,1
F,South East,Tin,S & S East,9,32,4,0
F,South East,Tin,S & S East,.,54,8,0
F,South East,Silver,London,9,38,10,1
F,South East,Tin,S & S East,7,41,5,1
F,Midlands,Silver,East,11,46,6,0
F,South East,Gold,London,10,62,3,0
F,North,Silver,N West,8,51,5,0
F,South East,Gold,London,6,59,2,0
F,South East,Tin,London,10,52,4,0
F,Midlands,Silver,Midlands,6,69,11,0
F,Midlands,Silver,Wales & West,12,66,9,0
F,South East,Tin,London,7,39,5,0
F,South East,Gold,London,3,33,4,0
F,Midlands,Gold,Midlands,14,70,7,1
F,Midlands,Gold,East,12,.,1,1
F,North,Gold,N West,4,57,1,0
F,South East,Gold,London,5,72,15,0
F,South East,Gold,S & S East,21,35,7,1
F,Midlands,Platinum,Wales & West,7,65,3,0
F,South East,Silver,S & S East,11,66,9,1
F,South East,Platinum,London,8,.,15,0
F,South East,Silver,London,4,47,9,0
F,Midlands,Silver,East,9,77,6,0
F,South East,Tin,S & S East,10,77,5,0
F,North,Silver,N West,5,57,9,0
F,North,Silver,N West,4,64,9,0
F,South East,Gold,London,6,66,2,0
F,South East,Platinum,London,12,.,3,0
F,North,Silver,Yorkshire,9,60,2,0
F,North,Silver,Yorkshire,10,64,10,0
F,Midlands,Gold,East,11,78,3,1
F,Midlands,Tin,East,9,45,8,0
F,North,Silver,N West,9,54,8,0
F,South East,Tin,London,10,76,8,0
F,South East,Silver,London,19,43,7,1
F,Midlands,Silver,Midlands,10,.,9,0
F,,Silver,,6,41,1,1
F,North,Silver,N East,11,35,15,1
F,Midlands,Silver,Wales & West,17,71,5,1
F,Midlands,Gold,East,6,39,.,1
F,Midlands,Tin,East,7,45,5,0
F,North,Tin,Yorkshire,6,44,5,0
F,South East,Silver,London,10,39,6,0
F,South East,Platinum,S & S East,9,49,3,0
F,South East,Silver,S & S East,8,41,1,1
F,South West,Tin,S West,8,44,8,0
F,Midlands,Silver,Wales & West,9,48,12,0
F,South East,Gold,London,6,55,1,0
F,Midlands,Silver,Midlands,9,54,9,0
F,North,Tin,Yorkshire,17,43,5,1
F,Midlands,Silver,Midlands,6,68,8,0
F,Midlands,Platinum,Midlands,10,71,16,0
F,Midlands,Silver,Wales & West,12,36,5,1
F,South East,Tin,London,4,37,4,1
F,South East,Silver,London,6,67,5,0
F,South East,Silver,London,7,43,7,0
F,South East,Gold,London,7,66,7,0
F,Midlands,Silver,East,8,32,2,1
F,North,Tin,N West,11,47,5,1
F,North,Platinum,N West,9,71,9,0
F,Midlands,Gold,Midlands,6,50,1,1
F,North,Gold,N West,11,63,6,1
F,South East,Tin,London,17,41,4,1
F,Midlands,Tin,Midlands,8,65,5,1
F,South East,Silver,S & S East,12,43,5,1
F,,Silver,,9,.,4,0
F,South West,Silver,S West,9,44,5,0
F,South East,Gold,London,6,60,8,0
F,Midlands,Silver,Midlands,8,73,9,0
F,South East,Gold,London,7,51,1,0
F,Midlands,Silver,Wales & West,9,70,9,0
F,South East,Gold,London,15,52,1,0
F,North,Silver,N West,.,31,1,0
F,South East,Tin,London,.,51,8,0
F,Scottish,Silver,N Scot,11,65,18,0
F,Scottish,Gold,N Scot,9,79,16,1
F,South East,Tin,S & S East,4,51,8,0
F,South East,Silver,S & S East,9,50,12,0
F,Midlands,Gold,Midlands,10,67,3,0
F,South West,Tin,S West,10,35,4,0
F,Midlands,Tin,East,11,42,8,0
F,Scottish,Silver,C Scotland,.,60,16,0
F,Midlands,Silver,Midlands,6,58,1,0
F,South East,Silver,London,8,.,5,0
F,North,Silver,Yorkshire,5,56,26,0
F,South East,Tin,London,16,34,5,1
F,South East,Tin,S & S East,13,32,5,1
F,North,Silver,Yorkshire,8,31,2,0
F,Midlands,Silver,East,.,61,7,0
F,South East,Tin,London,4,36,4,0
F,South East,Silver,London,8,.,9,0
F,Midlands,Gold,Midlands,11,50,1,0
F,Midlands,Tin,Wales & West,22,43,9,1
F,South East,Tin,London,15,51,5,1
F,Midlands,Silver,East,12,42,5,1
F,Midlands,Silver,East,8,35,4,1
F,South East,Gold,London,13,60,2,0
F,Midlands,Silver,Midlands,8,.,2,0
F,South East,Tin,S & S East,8,38,5,1
F,Midlands,Tin,Wales & West,6,35,8,0
F,Midlands,Tin,East,10,41,7,1
F,North,Silver,N East,.,59,9,0
F,South East,Gold,London,9,62,2,1
F,South East,Tin,S & S East,8,63,9,0
F,North,Tin,Yorkshire,9,29,4,0
F,Midlands,Tin,Midlands,19,35,5,1
F,Scottish,Silver,Border,8,.,11,1
F,Scottish,Silver,C Scotland,11,55,32,0
F,South East,Silver,S & S East,10,35,9,0
F,Midlands,Tin,East,.,47,7,0
F,Scottish,Silver,C Scotland,5,19,1,0
F,South East,Silver,S & S East,12,36,1,1
F,Midlands,Gold,East,10,.,1,0
F,South East,Silver,London,5,56,8,0
F,South East,Tin,London,15,42,5,1
F,Midlands,Gold,East,24,28,2,1
F,South East,Gold,S & S East,5,78,5,0
F,South East,Platinum,London,15,59,2,0
F,South East,Gold,London,7,76,9,0
F,Midlands,Tin,Midlands,3,46,5,0
F,Midlands,Silver,Midlands,5,42,5,0
F,Midlands,Silver,East,10,59,4,0
F,North,Silver,Yorkshire,6,59,0,0
F,North,Tin,Yorkshire,9,.,9,1
F,South East,Silver,London,8,59,8,0
F,South East,Gold,London,13,60,5,0
F,Scottish,Gold,N Scot,5,58,2,0
F,Midlands,Silver,Ulster,10,52,11,0
F,South East,Silver,London,7,77,12,0
F,South East,Tin,London,21,33,7,1
F,North,Silver,N West,5,60,4,0
F,South East,Gold,London,7,61,11,1
F,South East,Gold,London,13,35,9,1
F,South West,Gold,S West,11,64,7,0
F,South East,Silver,London,6,52,1,0
F,North,Gold,N East,5,61,2,0
F,North,Gold,N West,8,71,1,0
F,Midlands,Gold,East,11,61,6,0
F,North,Gold,Yorkshire,8,57,5,0
F,Midlands,Gold,Midlands,6,50,1,1
F,Midlands,Tin,Wales & West,8,50,9,0
F,South East,Silver,London,5,71,8,0
F,Midlands,Silver,Wales & West,9,.,5,0
F,South West,Gold,S West,10,60,6,0
F,South East,Tin,S & S East,14,68,9,0
F,North,Tin,Yorkshire,7,47,5,0
F,North,Silver,N West,6,44,3,0
F,South East,Platinum,London,6,78,4,0
F,Midlands,Gold,Wales & West,11,38,8,1
F,Midlands,Tin,Midlands,6,30,4,1
F,Midlands,Tin,Midlands,6,35,5,1
F,South West,Gold,S West,14,67,6,0
F,Midlands,Tin,Wales & West,15,33,8,1
F,Midlands,Silver,Wales & West,11,56,5,0
F,Midlands,Gold,East,10,75,27,0
F,Midlands,Silver,East,13,60,18,1
F,Midlands,Tin,East,13,.,8,1
F,South East,Silver,London,14,58,6,1
F,,Tin,,8,55,4,0
F,South East,Gold,S & S East,10,68,16,0
F,South East,Tin,S & S East,10,35,6,1
F,North,Silver,N East,12,41,1,1
F,South East,Tin,London,12,39,6,1
F,Midlands,Tin,Midlands,19,36,5,1
F,South East,Gold,London,12,52,7,0
F,North,Silver,N West,12,53,13,0
F,South East,Silver,London,16,44,7,1
F,North,Tin,N West,15,74,8,0
F,North,Platinum,N East,11,56,4,0
F,North,Tin,N West,6,56,4,0
F,South East,Silver,S & S East,13,46,1,0
F,South East,Gold,S & S East,13,36,8,1
F,North,Silver,Yorkshire,9,69,12,0
F,North,Tin,Yorkshire,12,53,5,1
F,South East,Gold,London,13,68,2,0
F,North,Silver,N West,11,.,4,0
F,South East,Silver,London,5,52,3,0
F,Midlands,Gold,Midlands,15,35,3,1
F,South West,Gold,S West,10,68,4,0
F,Midlands,Gold,East,12,58,7,0
F,South East,Silver,London,11,31,8,1
F,South East,Silver,London,5,62,3,0
F,Midlands,Tin,Wales & West,10,34,5,1
F,Midlands,Silver,Wales & West,10,59,9,1
F,Midlands,Tin,East,6,55,8,0
F,South East,Silver,London,2,57,1,0
F,Midlands,Tin,Midlands,9,36,4,1
F,South West,Silver,S West,4,77,24,0
F,South East,Tin,London,10,39,9,1
F,Midlands,Silver,Wales & West,10,35,7,1
F,South West,Tin,S West,5,54,8,0
F,South East,Tin,S & S East,15,44,10,0
F,Midlands,Silver,Wales & West,10,63,12,0
F,South East,Tin,London,9,49,4,1
F,South West,Gold,S West,4,61,10,0
F,Midlands,Tin,Wales & West,.,31,9,1
F,Scottish,Silver,N Scot,8,69,5,0
F,South East,Silver,London,12,53,7,0
F,Midlands,Tin,Wales & West,11,59,10,0
F,South East,Tin,London,12,48,7,0
F,South East,Gold,London,7,68,17,0
F,South West,Silver,S West,7,70,13,0
F,Scottish,Silver,Border,7,39,8,0
F,South East,Platinum,London,10,67,0,0
F,,Gold,,9,56,1,0
F,North,Gold,N West,7,65,23,0
F,North,Silver,N East,10,76,12,0
F,South East,Tin,London,15,38,9,1
F,,Silver,,13,33,2,1
F,Midlands,Tin,Wales & West,15,36,4,1
F,Midlands,Silver,Midlands,9,50,5,0
F,Midlands,Tin,Midlands,5,39,5,0
F,South East,Gold,S & S East,5,47,5,0
F,South East,Silver,London,12,58,15,1
F,Midlands,Silver,Midlands,5,54,1,0
F,South West,Tin,S West,7,53,8,0
F,,Gold,,10,53,2,0
F,South East,Silver,London,11,57,2,0
F,South East,Tin,London,9,58,5,0
F,Midlands,Gold,Wales & West,9,68,4,0
F,North,Tin,N West,12,72,8,0
F,South East,Silver,London,7,45,5,0
F,South East,Tin,S & S East,10,63,9,0
F,South East,Tin,S & S East,15,51,5,1
F,North,Gold,N East,17,74,16,1
F,Midlands,Tin,Midlands,10,31,5,0
F,Scottish,Silver,C Scotland,5,62,4,0
F,Midlands,Silver,Wales & West,14,61,4,0
F,Midlands,Tin,East,5,32,8,1
F,,Gold,,9,70,6,0
F,South East,Gold,S & S East,6,64,8,0
F,Midlands,Silver,Wales & West,15,59,9,0
F,South East,Tin,London,7,33,8,0
F,North,Silver,N West,14,34,2,1
F,Midlands,Silver,Midlands,11,55,5,0
F,Midlands,Silver,Midlands,6,79,9,0
F,Midlands,Gold,Midlands,9,67,8,0
F,South West,Silver,S West,10,30,2,1
F,North,Silver,N West,10,51,6,0
F,,Gold,,10,55,1,0
F,,Gold,,.,64,1,0
F,North,Gold,Yorkshire,3,52,10,0
F,South East,Tin,London,13,39,8,1
F,North,Silver,Yorkshire,14,49,1,1
F,Midlands,Gold,Midlands,5,66,3,0
F,,Silver,,8,50,1,0
F,Midlands,Tin,Midlands,4,40,5,0
F,Midlands,Silver,Midlands,5,52,.,0
F,Scottish,Tin,C Scotland,10,32,4,1
F,South East,Silver,London,4,50,3,0
F,Scottish,Gold,C Scotland,10,77,3,0
F,South East,Tin,London,10,53,9,0
F,South East,Tin,London,15,36,8,1
F,Midlands,Silver,East,5,41,2,0
F,North,Platinum,N East,4,71,16,0
F,Midlands,Silver,Midlands,9,62,8,1
F,South East,Silver,London,6,40,2,0
F,North,Silver,Yorkshire,7,58,9,0
F,Midlands,Platinum,East,13,66,3,0
F,Midlands,Silver,Midlands,8,46,1,0
F,North,Silver,Yorkshire,14,59,8,1
F,South East,Tin,London,10,51,11,0
F,South East,Silver,S & S East,4,67,2,0
F,Scottish,Silver,C Scotland,11,68,8,0
F,South East,Gold,S & S East,6,56,0,0
F,North,Tin,N West,13,60,8,0
F,Midlands,Tin,Midlands,12,35,5,1
F,South East,Tin,London,5,49,7,0
F,South East,Tin,London,8,41,5,0
F,South East,Silver,London,9,59,9,0
F,South East,Silver,London,8,40,5,1
F,South East,Silver,S & S East,2,69,9,0
F,South East,Gold,London,7,77,2,0
F,Midlands,Silver,East,11,64,6,0
F,North,Platinum,Yorkshire,12,70,19,0
F,South West,Tin,S West,7,67,8,0
F,South East,Gold,London,6,72,1,0
F,Midlands,Tin,East,10,34,5,0
F,Midlands,Gold,Midlands,6,38,2,0
F,Midlands,Gold,East,10,60,2,0
F,South East,Silver,London,9,66,5,0
F,South West,Gold,S West,8,66,4,0
F,Scottish,Silver,N Scot,5,45,5,0
F,,Silver,,8,62,4,0
F,North,Gold,N West,5,.,7,0
F,South East,Silver,London,11,59,5,0
F,South East,Silver,London,3,32,1,1
F,South East,Gold,London,5,68,9,0
F,Midlands,Silver,Midlands,13,50,9,1
F,North,Tin,N West,6,60,5,0
F,South East,Silver,S & S East,9,45,8,0
F,Midlands,Silver,Wales & West,8,78,1,0
F,Midlands,Tin,Midlands,13,34,4,1
F,South East,Gold,London,11,49,6,1
F,North,Tin,N West,14,46,8,1
F,Scottish,Gold,C Scotland,24,56,2,1
F,South East,Silver,London,10,36,5,1
F,South East,Silver,London,8,63,5,0
F,South East,Tin,S & S East,.,49,8,0
F,Midlands,Tin,East,10,43,7,1
F,North,Tin,N West,7,47,9,0
F,South East,Gold,London,16,42,6,1
F,North,Silver,N East,12,42,9,1
F,South West,Silver,S West,10,46,12,0
F,South East,Tin,London,.,51,11,0
F,Scottish,Tin,C Scotland,11,50,4,0
F,North,Silver,Yorkshire,7,53,2,0
F,South East,Silver,London,13,.,9,1
F,North,Gold,N West,6,60,8,0
F,Midlands,Gold,Midlands,10,75,20,0
F,Scottish,Silver,C Scotland,6,73,5,0
F,Scottish,Silver,C Scotland,7,60,6,0
F,Midlands,Silver,Midlands,8,42,5,0
F,Midlands,Silver,Midlands,13,70,1,0
F,South East,Silver,London,9,70,20,0
F,South West,Gold,S West,8,66,8,0
F,Midlands,Silver,Midlands,6,63,7,0
F,North,Silver,N East,8,50,1,0
F,South East,Silver,S & S East,8,68,11,0
F,South East,Gold,London,5,48,12,0
F,North,Gold,N East,7,66,14,0
F,Scottish,Gold,Border,9,51,1,0
F,Midlands,Silver,Ulster,4,75,2,0
F,Scottish,Silver,Border,9,44,2,0
F,Scottish,Gold,C Scotland,5,30,9,0
F,Midlands,Gold,East,10,57,2,1
F,Midlands,Gold,Midlands,19,56,3,1
F,North,Gold,Yorkshire,.,57,1,0
F,Scottish,Silver,C Scotland,8,72,9,1
F,South East,Platinum,London,6,.,.,0
F,,Tin,,4,50,5,0
F,South East,Tin,London,9,50,5,1
F,South East,Silver,London,5,57,8,0
F,North,Gold,N East,8,46,9,1
F,South East,Gold,London,7,62,27,1
F,North,Silver,Yorkshire,5,39,2,0
F,Midlands,Gold,Wales & West,11,59,21,0
F,Midlands,Gold,Midlands,7,67,11,1
F,Midlands,Platinum,Midlands,12,.,13,0
F,North,Gold,N West,8,67,7,0
F,South East,Tin,London,11,56,8,0
F,South East,Gold,S & S East,.,43,1,1
F,Midlands,Silver,East,8,79,1,0
F,Scottish,Silver,N Scot,4,38,1,1
F,South East,Gold,London,5,49,7,0
F,South East,Gold,London,8,39,4,0
F,Midlands,Gold,Wales & West,5,58,1,0
F,Scottish,Tin,N Scot,9,41,7,0
F,North,Silver,N West,7,50,1,0
F,South East,Gold,London,8,60,5,0
F,,Tin,,12,38,8,1
F,North,Tin,N West,14,42,5,0
F,North,Tin,N West,.,44,7,1
F,Midlands,Tin,Midlands,8,38,8,1
F,North,Tin,Yorkshire,7,47,4,0
F,South East,Tin,S & S East,9,72,7,0
F,South East,Silver,S & S East,10,68,4,1
F,Scottish,Tin,N Scot,7,55,5,0
F,Midlands,Gold,Midlands,4,73,2,0
F,Scottish,Gold,C Scotland,7,68,7,0
F,South East,Tin,London,11,32,5,1
F,Midlands,Gold,East,6,47,1,1
F,South East,Tin,S & S East,13,34,8,1
F,North,Silver,N East,6,40,8,0
F,North,Gold,Yorkshire,11,49,5,1
F,Midlands,Tin,Wales & West,.,52,9,1
F,Midlands,Tin,Midlands,13,36,5,1
F,Midlands,Gold,East,10,79,1,0
F,North,Silver,N West,10,32,8,1
F,Midlands,Tin,Midlands,13,31,5,0
F,Midlands,Gold,Ulster,.,58,4,0
F,South East,Gold,London,3,43,11,1
F,Midlands,Silver,Wales & West,11,42,1,1
F,Midlands,Silver,Midlands,3,33,1,0
F,Scottish,Gold,C Scotland,14,69,4,1
F,Midlands,Gold,Wales & West,7,50,1,0
F,North,Tin,N West,11,46,10,1
F,Midlands,Gold,Midlands,10,46,5,0
F,South East,Tin,London,4,47,8,0
F,North,Gold,N West,8,.,5,0
F,South East,Gold,London,4,50,3,1
F,North,Silver,Yorkshire,6,65,24,0
F,South West,Gold,S West,8,51,5,0
F,Midlands,Silver,Midlands,6,50,9,0
F,North,Gold,N West,7,57,6,0
F,South East,Silver,S & S East,6,48,5,0
F,North,Silver,N East,8,50,5,0
F,Midlands,Tin,Wales & West,8,45,11,0
F,North,Silver,N West,24,54,5,1
F,North,Silver,N West,9,51,3,0
F,South East,Silver,London,5,52,9,0
F,Midlands,Gold,Midlands,3,71,3,0
F,South East,Gold,S & S East,.,74,30,0
F,,Tin,,10,.,5,0
F,North,Silver,Yorkshire,1,60,13,0
F,Scottish,Platinum,C Scotland,14,58,3,1
F,North,Gold,N West,4,59,9,0
F,South East,Silver,S & S East,8,65,5,0
F,Midlands,Tin,Wales & West,6,63,7,0
F,South East,Silver,S & S East,12,44,7,1
F,North,Tin,Yorkshire,7,61,5,0
F,Midlands,Gold,Ulster,7,63,1,1
F,South East,Tin,S & S East,8,36,8,1
F,South East,Platinum,S & S East,5,70,6,0
F,Midlands,Platinum,Midlands,8,64,6,0
F,Midlands,Tin,Wales & West,9,70,8,0
F,South East,Gold,London,6,56,7,0
F,South East,Tin,London,7,38,8,0
F,South East,Gold,London,14,39,8,1
F,Scottish,Silver,Border,4,47,10,0
F,South East,Silver,London,7,59,1,1
F,Midlands,Silver,Midlands,7,52,2,0
F,North,Tin,N East,12,63,8,0
F,Midlands,Gold,Wales & West,9,58,.,1
F,North,Silver,N West,7,77,10,0
F,Scottish,Silver,C Scotland,6,60,5,0
F,Midlands,Silver,Midlands,6,35,9,0
F,South East,Silver,London,11,66,8,0
F,North,Tin,Yorkshire,15,49,5,0
F,Midlands,Silver,Midlands,7,76,6,0
